STATEFIPS,STATE,zipcode,agi_stub,N1,mars1,N07240
42,PA,15634,5,0,0,0
42,PA,15634,6,0,0,0
42,PA,15636,1,540,450,0
42,PA,15636,2,300,200,60
42,PA,15636,3,200,80,0
42,PA,15636,4,180,40,0
42,PA,15636,5,550,50,0
42,PA,15636,6,200,0,0
42,PA,15637,1,340,260,20
42,PA,15637,2,230,130,40
42,PA,15637,3,160,60,20
42,PA,15637,4,100,30,0
42,PA,15637,5,110,0,0
42,PA,15637,6,0,0,0
42,PA,15639,1,340,240,0
42,PA,15639,2,200,110,50
42,PA,15639,3,150,60,0
42,PA,15639,4,120,50,0
42,PA,15639,5,170,0,0
42,PA,15639,6,0,0,0
42,PA,15641,1,90,60,0
42,PA,15641,2,80,40,0
42,PA,15641,3,40,20,0
42,PA,15641,4,30,0,0
42,PA,15641,5,30,0,0
42,PA,15641,6,0,0,0
42,PA,15642,1,6840,5500,260
42,PA,15642,2,4640,2820,660
42,PA,15642,3,3370,1460,240
42,PA,15642,4,2800,620,0
42,PA,15642,5,5020,420,0
42,PA,15642,6,1160,80,0
42,PA,15644,1,3160,2320,150
42,PA,15644,2,2240,1300,360
42,PA,15644,3,1420,570,120
42,PA,15644,4,940,200,0
42,PA,15644,5,1190,150,0
42,PA,15644,6,200,20,0
42,PA,15646,1,40,30,0
42,PA,15646,2,30,20,0
42,PA,15646,3,30,0,0
42,PA,15646,4,0,0,0
42,PA,15646,5,20,0,0
42,PA,15646,6,0,0,0
42,PA,15647,1,70,50,0
42,PA,15647,2,50,40,0
42,PA,15647,3,40,0,0
42,PA,15647,4,0,0,0
42,PA,15647,5,20,0,0
42,PA,15647,6,0,0,0
42,PA,15650,1,4660,3520,210
42,PA,15650,2,3210,1950,540
42,PA,15650,3,1990,790,180
42,PA,15650,4,1340,260,0
42,PA,15650,5,1700,190,0
42,PA,15650,6,400,40,0
42,PA,15655,1,90,60,0
42,PA,15655,2,60,40,0
42,PA,15655,3,40,30,0
42,PA,15655,4,20,0,0
42,PA,15655,5,70,0,0
42,PA,15655,6,0,0,0
42,PA,15656,1,1620,1230,100
42,PA,15656,2,1220,700,200
42,PA,15656,3,800,310,60
42,PA,15656,4,640,120,0
42,PA,15656,5,670,70,0
42,PA,15656,6,100,0,0
42,PA,15658,1,1380,1060,50
42,PA,15658,2,860,490,120
42,PA,15658,3,620,250,50
42,PA,15658,4,460,120,0
42,PA,15658,5,640,90,0
42,PA,15658,6,250,30,0
42,PA,15660,1,40,30,0
42,PA,15660,2,30,30,0
42,PA,15660,3,20,0,0
42,PA,15660,4,20,0,0
42,PA,15660,5,0,0,0
42,PA,15660,6,0,0,0
42,PA,15661,1,120,90,0
42,PA,15661,2,70,40,30
42,PA,15661,3,50,30,0
42,PA,15661,4,50,0,0
42,PA,15661,5,0,0,0
42,PA,15661,6,0,0,0
42,PA,15665,1,270,210,0
42,PA,15665,2,200,120,50
42,PA,15665,3,120,50,0
42,PA,15665,4,100,30,0
42,PA,15665,5,120,0,0
42,PA,15665,6,0,0,0
42,PA,15666,1,2630,1920,140
42,PA,15666,2,1900,1050,300
42,PA,15666,3,1270,500,130
42,PA,15666,4,780,140,0
42,PA,15666,5,940,100,0
42,PA,15666,6,130,0,0
42,PA,15668,1,1850,1570,50
42,PA,15668,2,900,570,110
42,PA,15668,3,810,410,30
42,PA,15668,4,720,220,0
42,PA,15668,5,1810,240,0
42,PA,15668,6,900,50,0
42,PA,15670,1,570,430,20
42,PA,15670,2,450,270,70
42,PA,15670,3,320,120,30
42,PA,15670,4,160,30,0
42,PA,15670,5,240,40,0
42,PA,15670,6,50,0,0
42,PA,15671,1,140,90,0
42,PA,15671,2,80,30,30
42,PA,15671,3,60,30,0
42,PA,15671,4,40,0,0
42,PA,15671,5,40,0,0
42,PA,15671,6,0,0,0
42,PA,15672,1,570,440,30
42,PA,15672,2,360,240,70
42,PA,15672,3,250,120,0
42,PA,15672,4,200,60,0
42,PA,15672,5,280,30,0
42,PA,15672,6,40,0,0
42,PA,15675,1,200,130,0
42,PA,15675,2,160,80,40
42,PA,15675,3,70,30,0
42,PA,15675,4,40,0,0
42,PA,15675,5,30,0,0
42,PA,15675,6,0,0,0
42,PA,15677,1,80,60,0
42,PA,15677,2,40,20,0
42,PA,15677,3,40,30,0
42,PA,15677,4,20,0,0
42,PA,15677,5,50,0,0
42,PA,15677,6,0,0,0
42,PA,15678,1,110,90,0
42,PA,15678,2,100,60,30
42,PA,15678,3,40,30,0
42,PA,15678,4,30,0,0
42,PA,15678,5,40,0,0
42,PA,15678,6,0,0,0
42,PA,15679,1,550,400,40
42,PA,15679,2,360,200,70
42,PA,15679,3,270,110,30
42,PA,15679,4,200,50,0
42,PA,15679,5,200,0,0
42,PA,15679,6,30,0,0
42,PA,15681,1,760,550,30
42,PA,15681,2,550,310,90
42,PA,15681,3,380,160,30
42,PA,15681,4,230,40,0
42,PA,15681,5,290,40,0
42,PA,15681,6,30,0,0
42,PA,15683,1,1400,1000,80
42,PA,15683,2,970,520,160
42,PA,15683,3,590,210,60
42,PA,15683,4,440,60,0
42,PA,15683,5,490,40,0
42,PA,15683,6,60,0,0
42,PA,15684,1,120,90,0
42,PA,15684,2,90,50,30
42,PA,15684,3,80,60,0
42,PA,15684,4,40,0,0
42,PA,15684,5,20,0,0
42,PA,15684,6,0,0,0
42,PA,15686,1,130,80,0
42,PA,15686,2,90,60,0
42,PA,15686,3,70,50,0
42,PA,15686,4,50,0,0
42,PA,15686,5,80,0,0
42,PA,15686,6,0,0,0
42,PA,15687,1,220,150,0
42,PA,15687,2,140,60,30
42,PA,15687,3,110,40,0
42,PA,15687,4,70,20,0
42,PA,15687,5,80,0,0
42,PA,15687,6,30,0,0
42,PA,15688,1,140,110,0
42,PA,15688,2,80,40,30
42,PA,15688,3,70,30,0
42,PA,15688,4,40,0,0
42,PA,15688,5,40,0,0
42,PA,15688,6,0,0,0
42,PA,15690,1,1630,1120,90
42,PA,15690,2,1250,700,230
42,PA,15690,3,610,210,60
42,PA,15690,4,350,60,0
42,PA,15690,5,330,40,0
42,PA,15690,6,30,0,0
42,PA,15692,1,170,120,0
42,PA,15692,2,120,70,30
42,PA,15692,3,90,50,0
42,PA,15692,4,50,0,0
42,PA,15692,5,60,0,0
42,PA,15692,6,0,0,0
42,PA,15697,1,580,450,30
42,PA,15697,2,440,280,60
42,PA,15697,3,270,110,20
42,PA,15697,4,150,40,0
42,PA,15697,5,130,0,0
42,PA,15697,6,0,0,0
42,PA,15698,1,150,110,0
42,PA,15698,2,130,80,30
42,PA,15698,3,50,30,0
42,PA,15698,4,40,0,0
42,PA,15698,5,30,0,0
42,PA,15698,6,0,0,0
42,PA,15701,1,4520,3510,190
42,PA,15701,2,2410,1400,340
42,PA,15701,3,1610,620,120
42,PA,15701,4,1220,280,0
42,PA,15701,5,1850,230,0
42,PA,15701,6,500,50,0
42,PA,15711,1,60,30,0
42,PA,15711,2,40,30,0
42,PA,15711,3,30,0,0
42,PA,15711,4,20,0,0
42,PA,15711,5,0,0,0
42,PA,15711,6,0,0,0
42,PA,15713,1,40,30,0
42,PA,15713,2,30,30,0
42,PA,15713,3,30,0,0
42,PA,15713,4,0,0,0
42,PA,15713,5,0,0,0
42,PA,15713,6,0,0,0
42,PA,15714,1,1090,730,50
42,PA,15714,2,760,380,130
42,PA,15714,3,390,140,40
42,PA,15714,4,250,40,0
42,PA,15714,5,250,20,0
42,PA,15714,6,30,0,0
42,PA,15717,1,1720,1210,80
42,PA,15717,2,1160,630,180
42,PA,15717,3,770,290,70
42,PA,15717,4,530,100,0
42,PA,15717,5,530,60,0
42,PA,15717,6,80,0,0
42,PA,15722,1,400,300,20
42,PA,15722,2,270,160,60
42,PA,15722,3,160,60,0
42,PA,15722,4,130,40,0
42,PA,15722,5,130,0,0
42,PA,15722,6,0,0,0
42,PA,15724,1,360,230,0
42,PA,15724,2,250,120,50
42,PA,15724,3,150,50,20
42,PA,15724,4,90,0,0
42,PA,15724,5,110,0,0
42,PA,15724,6,0,0,0
42,PA,15725,1,180,140,0
42,PA,15725,2,160,80,40
42,PA,15725,3,100,40,0
42,PA,15725,4,90,30,0
42,PA,15725,5,110,0,0
42,PA,15725,6,0,0,0
42,PA,15728,1,670,450,30
42,PA,15728,2,420,220,80
42,PA,15728,3,240,70,30
42,PA,15728,4,130,30,0
42,PA,15728,5,150,0,0
42,PA,15728,6,0,0,0
42,PA,15729,1,250,150,0
42,PA,15729,2,180,90,40
42,PA,15729,3,100,40,0
42,PA,15729,4,70,0,0
42,PA,15729,5,60,0,0
42,PA,15729,6,0,0,0
42,PA,15732,1,280,180,0
42,PA,15732,2,190,90,50
42,PA,15732,3,110,50,0
42,PA,15732,4,90,0,0
42,PA,15732,5,100,0,0
42,PA,15732,6,0,0,0
42,PA,15742,1,150,100,20
42,PA,15742,2,90,40,0
42,PA,15742,3,60,30,0
42,PA,15742,4,40,0,0
42,PA,15742,5,50,0,0
42,PA,15742,6,0,0,0
42,PA,15747,1,280,180,0
42,PA,15747,2,190,90,50
42,PA,15747,3,130,40,0
42,PA,15747,4,100,30,0
42,PA,15747,5,130,0,0
42,PA,15747,6,30,0,0
42,PA,15748,1,1180,820,60
42,PA,15748,2,740,380,130
42,PA,15748,3,530,170,50
42,PA,15748,4,390,60,0
42,PA,15748,5,370,40,0
42,PA,15748,6,50,0,0
42,PA,15753,1,80,50,0
42,PA,15753,2,40,30,0
42,PA,15753,3,30,0,0
42,PA,15753,4,30,0,0
42,PA,15753,5,0,0,0
42,PA,15753,6,0,0,0
42,PA,15757,1,260,170,0
42,PA,15757,2,180,90,40
42,PA,15757,3,120,40,20
42,PA,15757,4,70,20,0
42,PA,15757,5,70,0,0
42,PA,15757,6,0,0,0
42,PA,15759,1,410,270,0
42,PA,15759,2,270,120,60
42,PA,15759,3,180,50,0
42,PA,15759,4,120,30,0
42,PA,15759,5,170,0,0
42,PA,15759,6,0,0,0
42,PA,15762,1,140,110,30
42,PA,15762,2,80,40,0
42,PA,15762,3,80,40,0
42,PA,15762,4,70,0,0
42,PA,15762,5,70,0,0
42,PA,15762,6,0,0,0
42,PA,15765,1,240,170,0
42,PA,15765,2,160,80,60
42,PA,15765,3,130,40,0
42,PA,15765,4,90,40,0
42,PA,15765,5,160,0,0
42,PA,15765,6,0,0,0
42,PA,15767,1,2480,1670,110
42,PA,15767,2,1560,730,240
42,PA,15767,3,960,310,100
42,PA,15767,4,610,100,0
42,PA,15767,5,650,80,0
42,PA,15767,6,120,0,0
42,PA,15771,1,130,80,0
42,PA,15771,2,110,50,30
42,PA,15771,3,70,40,0
42,PA,15771,4,40,0,0
42,PA,15771,5,50,0,0
42,PA,15771,6,0,0,0
42,PA,15772,1,250,150,0
42,PA,15772,2,170,70,50
42,PA,15772,3,110,50,0
42,PA,15772,4,60,0,0
42,PA,15772,5,50,0,0
42,PA,15772,6,0,0,0
42,PA,15773,1,80,40,0
42,PA,15773,2,50,30,0
42,PA,15773,3,30,0,0
42,PA,15773,4,30,0,0
42,PA,15773,5,0,0,0
42,PA,15773,6,0,0,0
42,PA,15774,1,490,340,0
42,PA,15774,2,350,180,60
42,PA,15774,3,220,70,20
42,PA,15774,4,170,40,0
42,PA,15774,5,210,0,0
42,PA,15774,6,20,0,0
42,PA,15801,1,3570,2670,210
42,PA,15801,2,2170,1190,370
42,PA,15801,3,1340,460,140
42,PA,15801,4,900,160,0
42,PA,15801,5,1090,120,0
42,PA,15801,6,340,40,0
42,PA,15823,1,260,180,0
42,PA,15823,2,200,110,40
42,PA,15823,3,130,60,20
42,PA,15823,4,80,0,0
42,PA,15823,5,70,0,0
42,PA,15823,6,0,0,0
42,PA,15824,1,850,640,50
42,PA,15824,2,640,350,120
42,PA,15824,3,400,150,50
42,PA,15824,4,280,40,0
42,PA,15824,5,250,40,0
42,PA,15824,6,50,0,0
42,PA,15825,1,1610,1160,80
42,PA,15825,2,1140,590,200
42,PA,15825,3,720,220,80
42,PA,15825,4,440,70,0
42,PA,15825,5,440,40,0
42,PA,15825,6,80,0,0
42,PA,15827,1,50,40,0
42,PA,15827,2,60,30,0
42,PA,15827,3,0,0,0
42,PA,15827,4,20,0,0
42,PA,15827,5,0,0,0
42,PA,15827,6,0,0,0
42,PA,15828,1,50,50,0
42,PA,15828,2,40,0,0
42,PA,15828,3,20,0,0
42,PA,15828,4,20,0,0
42,PA,15828,5,0,0,0
42,PA,15828,6,0,0,0
42,PA,15829,1,210,140,0
42,PA,15829,2,140,70,50
42,PA,15829,3,110,50,0
42,PA,15829,4,70,0,0
42,PA,15829,5,70,0,0
42,PA,15829,6,0,0,0
42,PA,15832,1,60,40,0
42,PA,15832,2,50,20,0
42,PA,15832,3,0,0,0
42,PA,15832,4,30,0,0
42,PA,15832,5,0,0,0
42,PA,15832,6,0,0,0
42,PA,15834,1,860,580,30
42,PA,15834,2,530,250,100
42,PA,15834,3,330,110,40
42,PA,15834,4,160,40,0
42,PA,15834,5,140,0,0
42,PA,15834,6,30,0,0
42,PA,15840,1,350,250,0
42,PA,15840,2,240,130,70
42,PA,15840,3,160,70,20
42,PA,15840,4,110,0,0
42,PA,15840,5,90,0,0
42,PA,15840,6,0,0,0
42,PA,15845,1,570,400,20
42,PA,15845,2,440,260,80
42,PA,15845,3,250,100,20
42,PA,15845,4,170,60,0
42,PA,15845,5,160,0,0
42,PA,15845,6,0,0,0
42,PA,15846,1,570,430,20
42,PA,15846,2,440,280,70
42,PA,15846,3,290,110,30
42,PA,15846,4,210,30,0
42,PA,15846,5,190,0,0
42,PA,15846,6,40,0,0
42,PA,15848,1,140,100,0
42,PA,15848,2,140,60,40
42,PA,15848,3,70,30,0
42,PA,15848,4,40,0,0
42,PA,15848,5,50,0,0
42,PA,15848,6,0,0,0
42,PA,15849,1,270,190,0
42,PA,15849,2,170,100,50
42,PA,15849,3,90,50,0
42,PA,15849,4,50,0,0
42,PA,15849,5,50,0,0
42,PA,15849,6,0,0,0
42,PA,15851,1,1210,830,50
42,PA,15851,2,780,380,170
42,PA,15851,3,470,130,50
42,PA,15851,4,300,50,0
42,PA,15851,5,250,30,0
42,PA,15851,6,40,0,0
42,PA,15853,1,1210,920,50
42,PA,15853,2,900,520,150
42,PA,15853,3,510,170,70
42,PA,15853,4,310,40,0
42,PA,15853,5,310,40,0
42,PA,15853,6,60,0,0
42,PA,15856,1,150,100,0
42,PA,15856,2,100,50,30
42,PA,15856,3,70,40,0
42,PA,15856,4,50,0,0
42,PA,15856,5,70,0,0
42,PA,15856,6,0,0,0
42,PA,15857,1,2260,1730,90
42,PA,15857,2,1780,1100,270
42,PA,15857,3,1010,400,110
42,PA,15857,4,780,110,0
42,PA,15857,5,790,60,0
42,PA,15857,6,190,20,0
42,PA,15860,1,200,140,0
42,PA,15860,2,140,70,40
42,PA,15860,3,100,40,0
42,PA,15860,4,50,0,0
42,PA,15860,5,60,0,0
42,PA,15860,6,0,0,0
42,PA,15864,1,300,220,0
42,PA,15864,2,220,100,70
42,PA,15864,3,150,50,0
42,PA,15864,4,90,0,0
42,PA,15864,5,90,0,0
42,PA,15864,6,0,0,0
42,PA,15865,1,230,160,20
42,PA,15865,2,130,70,30
42,PA,15865,3,100,60,0
42,PA,15865,4,50,0,0
42,PA,15865,5,40,0,0
42,PA,15865,6,0,0,0
42,PA,15868,1,280,210,0
42,PA,15868,2,210,120,60
42,PA,15868,3,110,40,0
42,PA,15868,4,80,0,0
42,PA,15868,5,100,0,0
42,PA,15868,6,0,0,0
42,PA,15870,1,200,160,0
42,PA,15870,2,170,110,30
42,PA,15870,3,120,50,0
42,PA,15870,4,70,30,0
42,PA,15870,5,80,0,0
42,PA,15870,6,0,0,0
42,PA,15901,1,750,500,30
42,PA,15901,2,290,180,80
42,PA,15901,3,90,60,0
42,PA,15901,4,40,0,0
42,PA,15901,5,20,0,0
42,PA,15901,6,0,0,0
42,PA,15902,1,2440,1520,130
42,PA,15902,2,1210,630,260
42,PA,15902,3,600,210,80
42,PA,15902,4,290,60,0
42,PA,15902,5,200,20,0
42,PA,15902,6,20,0,0
42,PA,15904,1,2510,1920,100
42,PA,15904,2,1560,890,240
42,PA,15904,3,1180,480,100
42,PA,15904,4,820,170,0
42,PA,15904,5,1090,100,0
42,PA,15904,6,240,20,0
42,PA,15905,1,3560,2640,180
42,PA,15905,2,2170,1240,380
42,PA,15905,3,1500,600,120
42,PA,15905,4,970,190,0
42,PA,15905,5,1260,140,0
42,PA,15905,6,380,40,0
42,PA,15906,1,2270,1450,120
42,PA,15906,2,1110,550,230
42,PA,15906,3,530,190,60
42,PA,15906,4,310,50,0
42,PA,15906,5,230,20,0
42,PA,15906,6,0,0,0
42,PA,15909,1,970,670,60
42,PA,15909,2,660,320,130
42,PA,15909,3,360,140,40
42,PA,15909,4,250,30,0
42,PA,15909,5,230,30,0
42,PA,15909,6,20,0,0
42,PA,15920,1,170,130,0
42,PA,15920,2,110,50,30
42,PA,15920,3,70,40,0
42,PA,15920,4,50,0,0
42,PA,15920,5,70,0,0
42,PA,15920,6,0,0,0
42,PA,15923,1,290,180,0
42,PA,15923,2,190,100,70
42,PA,15923,3,100,30,0
42,PA,15923,4,70,20,0
42,PA,15923,5,90,0,0
42,PA,15923,6,0,0,0
42,PA,15924,1,170,120,0
42,PA,15924,2,130,70,50
42,PA,15924,3,80,30,0
42,PA,15924,4,40,0,0
42,PA,15924,5,60,0,0
42,PA,15924,6,0,0,0
42,PA,15926,1,450,310,0
42,PA,15926,2,310,170,70
42,PA,15926,3,180,60,30
42,PA,15926,4,130,40,0
42,PA,15926,5,120,0,0
42,PA,15926,6,30,0,0
42,PA,15927,1,190,140,0
42,PA,15927,2,150,80,40
42,PA,15927,3,80,30,0
42,PA,15927,4,50,0,0
42,PA,15927,5,50,0,0
42,PA,15927,6,0,0,0
42,PA,15928,1,320,250,0
42,PA,15928,2,230,110,60
42,PA,15928,3,140,70,0
42,PA,15928,4,130,30,0
42,PA,15928,5,170,20,0
42,PA,15928,6,40,0,0
42,PA,15931,1,1390,1110,60
42,PA,15931,2,880,520,120
42,PA,15931,3,620,240,40
42,PA,15931,4,450,80,0
42,PA,15931,5,640,80,0
42,PA,15931,6,140,0,0
42,PA,15935,1,460,320,20
42,PA,15935,2,300,150,60
42,PA,15935,3,210,60,30
42,PA,15935,4,130,30,0
42,PA,15935,5,170,0,0
42,PA,15935,6,0,0,0
42,PA,15936,1,250,180,0
42,PA,15936,2,190,90,60
42,PA,15936,3,110,50,0
42,PA,15936,4,70,0,0
42,PA,15936,5,60,0,0
42,PA,15936,6,0,0,0
42,PA,15938,1,380,280,20
42,PA,15938,2,280,150,40
42,PA,15938,3,200,60,30
42,PA,15938,4,140,40,0
42,PA,15938,5,160,0,0
42,PA,15938,6,0,0,0
42,PA,15940,1,250,200,0
42,PA,15940,2,160,90,50
42,PA,15940,3,120,60,0
42,PA,15940,4,120,20,0
42,PA,15940,5,160,0,0
42,PA,15940,6,0,0,0
42,PA,15942,1,310,240,0
42,PA,15942,2,230,110,50
42,PA,15942,3,180,50,20
42,PA,15942,4,110,30,0
42,PA,15942,5,150,0,0
42,PA,15942,6,0,0,0
42,PA,15943,1,660,460,40
42,PA,15943,2,460,230,80
42,PA,15943,3,250,80,20
42,PA,15943,4,180,50,0
42,PA,15943,5,140,0,0
42,PA,15943,6,0,0,0
42,PA,15944,1,510,340,20
42,PA,15944,2,330,170,50
42,PA,15944,3,230,70,20
42,PA,15944,4,170,30,0
42,PA,15944,5,180,30,0
42,PA,15944,6,30,0,0
42,PA,15945,1,40,30,0
42,PA,15945,2,30,30,0
42,PA,15945,3,40,0,0
42,PA,15945,4,0,0,0
42,PA,15945,5,0,0,0
42,PA,15945,6,0,0,0
42,PA,15946,1,1140,800,60
42,PA,15946,2,790,430,130
42,PA,15946,3,480,160,50
42,PA,15946,4,320,40,0
42,PA,15946,5,380,20,0
42,PA,15946,6,30,0,0
42,PA,15949,1,110,70,0
42,PA,15949,2,90,50,40
42,PA,15949,3,40,0,0
42,PA,15949,4,30,0,0
42,PA,15949,5,30,0,0
42,PA,15949,6,0,0,0
42,PA,15952,1,250,170,0
42,PA,15952,2,160,80,60
42,PA,15952,3,80,30,0
42,PA,15952,4,90,20,0
42,PA,15952,5,100,0,0
42,PA,15952,6,0,0,0
42,PA,15954,1,400,270,0
42,PA,15954,2,240,120,70
42,PA,15954,3,130,60,0
42,PA,15954,4,80,0,0
42,PA,15954,5,120,0,0
42,PA,15954,6,0,0,0
42,PA,15955,1,310,210,0
42,PA,15955,2,210,120,80
42,PA,15955,3,140,50,0
42,PA,15955,4,100,30,0
42,PA,15955,5,150,0,0
42,PA,15955,6,0,0,0
42,PA,15956,1,540,370,30
42,PA,15956,2,320,150,90
42,PA,15956,3,210,70,0
42,PA,15956,4,120,30,0
42,PA,15956,5,120,0,0
42,PA,15956,6,0,0,0
42,PA,15957,1,70,40,0
42,PA,15957,2,50,50,0
42,PA,15957,3,40,0,0
42,PA,15957,4,30,0,0
42,PA,15957,5,20,0,0
42,PA,15957,6,0,0,0
42,PA,15958,1,330,270,0
42,PA,15958,2,230,130,60
42,PA,15958,3,160,60,0
42,PA,15958,4,110,30,0
42,PA,15958,5,170,0,0
42,PA,15958,6,20,0,0
42,PA,15961,1,170,110,0
42,PA,15961,2,120,60,40
42,PA,15961,3,60,20,0
42,PA,15961,4,40,0,0
42,PA,15961,5,50,0,0
42,PA,15961,6,0,0,0
42,PA,15963,1,1980,1400,90
42,PA,15963,2,1200,620,220
42,PA,15963,3,730,220,90
42,PA,15963,4,510,70,0
42,PA,15963,5,590,60,0
42,PA,15963,6,90,0,0
42,PA,16001,1,7130,5380,330
42,PA,16001,2,4940,2970,750
42,PA,16001,3,2840,1140,250
42,PA,16001,4,2050,390,0
42,PA,16001,5,2530,260,0
42,PA,16001,6,430,40,0
42,PA,16002,1,2350,1840,100
42,PA,16002,2,1660,960,250
42,PA,16002,3,1130,440,80
42,PA,16002,4,910,160,0
42,PA,16002,5,1400,110,0
42,PA,16002,6,310,30,0
42,PA,16020,1,190,140,0
42,PA,16020,2,140,70,30
42,PA,16020,3,110,40,0
42,PA,16020,4,70,30,0
42,PA,16020,5,90,0,0
42,PA,16020,6,0,0,0
42,PA,16023,1,750,590,30
42,PA,16023,2,470,290,70
42,PA,16023,3,350,150,20
42,PA,16023,4,260,60,0
42,PA,16023,5,340,50,0
42,PA,16023,6,60,0,0
42,PA,16025,1,750,570,30
42,PA,16025,2,620,360,90
42,PA,16025,3,390,140,30
42,PA,16025,4,340,50,0
42,PA,16025,5,430,40,0
42,PA,16025,6,60,0,0
42,PA,16028,1,290,200,0
42,PA,16028,2,220,120,50
42,PA,16028,3,130,40,20
42,PA,16028,4,100,30,0
42,PA,16028,5,110,0,0
42,PA,16028,6,0,0,0
42,PA,16033,1,1010,810,40
42,PA,16033,2,720,450,100
42,PA,16033,3,480,190,50
42,PA,16033,4,360,50,0
42,PA,16033,5,620,70,0
42,PA,16033,6,150,0,0
42,PA,16034,1,270,210,0
42,PA,16034,2,200,110,60
42,PA,16034,3,150,50,0
42,PA,16034,4,110,30,0
42,PA,16034,5,160,0,0
42,PA,16034,6,0,0,0
42,PA,16037,1,660,520,20
42,PA,16037,2,460,310,60
42,PA,16037,3,340,140,30
42,PA,16037,4,310,80,0
42,PA,16037,5,530,60,0
42,PA,16037,6,170,0,0
42,PA,16038,1,530,390,30
42,PA,16038,2,420,230,80
42,PA,16038,3,270,90,30
42,PA,16038,4,170,30,0
42,PA,16038,5,170,0,0
42,PA,16038,6,0,0,0
42,PA,16040,1,150,100,0
42,PA,16040,2,140,80,50
42,PA,16040,3,70,30,0
42,PA,16040,4,50,0,0
42,PA,16040,5,50,0,0
42,PA,16040,6,0,0,0
42,PA,16041,1,270,190,0
42,PA,16041,2,220,110,70
42,PA,16041,3,140,40,0
42,PA,16041,4,100,30,0
42,PA,16041,5,130,0,0
42,PA,16041,6,0,0,0
42,PA,16045,1,260,180,0
42,PA,16045,2,170,100,40
42,PA,16045,3,80,50,0
42,PA,16045,4,40,0,0
42,PA,16045,5,30,0,0
42,PA,16045,6,0,0,0
42,PA,16046,1,2060,1830,50
42,PA,16046,2,1160,830,120
42,PA,16046,3,910,510,50
42,PA,16046,4,830,290,0
42,PA,16046,5,2160,300,0
42,PA,16046,6,1760,110,0
42,PA,16049,1,500,340,30
42,PA,16049,2,340,170,60
42,PA,16049,3,240,80,30
42,PA,16049,4,160,20,0
42,PA,16049,5,190,20,0
42,PA,16049,6,0,0,0
42,PA,16050,1,220,160,0
42,PA,16050,2,180,100,40
42,PA,16050,3,100,40,0
42,PA,16050,4,70,0,0
42,PA,16050,5,90,0,0
42,PA,16050,6,0,0,0
42,PA,16051,1,480,380,0
42,PA,16051,2,350,200,80
42,PA,16051,3,240,90,30
42,PA,16051,4,170,30,0
42,PA,16051,5,200,20,0
42,PA,16051,6,40,0,0
42,PA,16052,1,380,290,0
42,PA,16052,2,260,150,60
42,PA,16052,3,210,70,0
42,PA,16052,4,150,20,0
42,PA,16052,5,190,20,0
42,PA,16052,6,40,0,0
42,PA,16053,1,630,500,30
42,PA,16053,2,470,260,70
42,PA,16053,3,310,120,20
42,PA,16053,4,290,50,0
42,PA,16053,5,420,60,0
42,PA,16053,6,110,0,0
42,PA,16055,1,1180,960,50
42,PA,16055,2,840,480,110
42,PA,16055,3,590,240,40
42,PA,16055,4,530,120,0
42,PA,16055,5,980,80,0
42,PA,16055,6,210,0,0
42,PA,16056,1,840,670,30
42,PA,16056,2,550,340,90
42,PA,16056,3,350,150,30
42,PA,16056,4,260,40,0
42,PA,16056,5,430,50,0
42,PA,16056,6,110,0,0
42,PA,16057,1,1750,1400,60
42,PA,16057,2,1090,630,150
42,PA,16057,3,690,240,70
42,PA,16057,4,510,100,0
42,PA,16057,5,720,90,0
42,PA,16057,6,150,0,0
42,PA,16059,1,1330,1090,50
42,PA,16059,2,830,520,90
42,PA,16059,3,610,250,40
42,PA,16059,4,530,120,0
42,PA,16059,5,1080,100,0
42,PA,16059,6,420,30,0
42,PA,16061,1,390,290,20
42,PA,16061,2,320,190,50
42,PA,16061,3,190,70,20
42,PA,16061,4,170,30,0
42,PA,16061,5,210,20,0
42,PA,16061,6,20,0,0
42,PA,16063,1,1140,910,50
42,PA,16063,2,830,530,110
42,PA,16063,3,640,310,40
42,PA,16063,4,440,120,0
42,PA,16063,5,750,100,0
42,PA,16063,6,210,0,0
42,PA,16066,1,4150,3660,140
42,PA,16066,2,2430,1660,310
42,PA,16066,3,1940,1070,100
42,PA,16066,4,1670,570,0
42,PA,16066,5,4130,500,0
42,PA,16066,6,2020,110,0
42,PA,16101,1,6040,4060,280
42,PA,16101,2,3680,1960,590
42,PA,16101,3,2060,750,190
42,PA,16101,4,1240,230,0
42,PA,16101,5,1310,120,0
42,PA,16101,6,180,20,0
42,PA,16102,1,970,630,40
42,PA,16102,2,630,340,110
42,PA,16102,3,340,120,30
42,PA,16102,4,260,60,0
42,PA,16102,5,280,0,0
42,PA,16102,6,30,0,0
42,PA,16105,1,2430,1820,80
42,PA,16105,2,1740,980,270
42,PA,16105,3,1200,470,90
42,PA,16105,4,880,210,0
42,PA,16105,5,1220,130,0
42,PA,16105,6,330,40,0
42,PA,16110,1,50,30,0
42,PA,16110,2,50,40,0
42,PA,16110,3,30,0,0
42,PA,16110,4,30,0,0
42,PA,16110,5,0,0,0
42,PA,16110,6,0,0,0
42,PA,16111,1,170,120,0
42,PA,16111,2,160,60,30
42,PA,16111,3,60,30,0
42,PA,16111,4,40,0,0
42,PA,16111,5,30,0,0
42,PA,16111,6,0,0,0
42,PA,16112,1,270,180,0
42,PA,16112,2,230,110,80
42,PA,16112,3,130,70,0
42,PA,16112,4,80,0,0
